+------------+------------+-----------+
|Vehicle Year|Vehicle Make|Num Tickets|
|        2019|           .|          1|
|        2018|       KEXUS|          1|
|        2022|       GENSI|          1|
|        2026|       CADIL|          1|
|        2050|       ME/BE|          1|
|        2009|         WTZ|          1|
|        1981|       VOLVO|          1|
|        1993|       ALFAR|          1|
|        2020|       MITSB|          1|
|        2023|       CHECK|          1|
|        2020|        LEX3|          1|
|        2024|          NS|          1|
|        2023|        GINS|          1|
|        2001|       BENTL|          1|
|        2022|        AUDS|          1|
|        2053|       CHEVR|          1|
|        1996|       ANCIA|          1|
|        2018|        LADA|          1|
|        2002|       MCLNT|          1|
|        2018|       BERTO|          1|
|        2021|       OTHES|          1|
|        1993|       FERRA|          1|
|        2005|        LINE|          1|
|        2020|         QUC|          1|
|        2011|         CTC|          1|
|        2004|       TOMOS|          1|
|        2006|       SATUI|          1|
|        2019|       RA/RO|          1|
|        2022|         ZJM|          1|
|        2013|         H D|          1|
|        2019|        HNDI|          1|
|        2021|       MI/BI|          1|
|        1986|       INTER|          1|
|        1990|         VAZ|          1|
|        2008|       FONTA|          1|
|        2020|       KAITO|          1|
|        2011|       Porsc|          1|
|        2008|        BLBI|          1|
|        2007|         UTL|          1|
|        2019|       Linco|          1|
|        2020|       JUGAR|          1|
|        2022|        DEMA|          1|
|        1973|       TRIUM|          1|
|        2019|        WABA|          1|
|        2002|           M|          1|
|        2005|         BUS|          1|
|        2018|       ST/CR|          1|
|        2007|       MI-FU|          1|
|        2020|        INTI|          1|
|        2013|         AMH|          1|
|        2015|        TSMR|          1|
|        2018|         UND|          1|
|        1986|       PETER|          1|
|        1995|       STAIN|          1|
|        1997|        IMTL|          1|
|        2016|       BL BI|          1|
|        2022|       MAC T|          1|
|        1992|       STERL|          1|
|        1994|        FIAT|          1|
|        2023|        IFIN|          1|
|        2022|       GDAVE|          1|
|        2023|       OTHER|          1|
|        2009|       KCORP|          1|
|        2021|       MAZER|          1|
|        1995|       STERL|          1|
|        1998|       DUCAT|          1|
|        2022|         REV|          1|
|        2021|        LINO|          1|
|        2004|       CHTAH|          1|
|        2019|       TAIZH|          1|
|        2027|        AUDI|          1|
|        2013|        XARA|          1|
|        1995|       ZIEMA|          1|
|        1995|        BLBI|          1|
|        2010|         CHD|          1|
|        2019|        SIES|          1|
|        2021|        TLSA|          1|
|        2021|       VKSWG|          1|
|        2019|       ROLEN|          1|
|        2015|        CATE|          1|
|        2008|        ICRP|          1|
|        2066|       HONDA|          1|
|        2001|       GREAT|          1|
|        2021|       K T M|          1|
|        2012|         BUK|          1|
|        2018|         Ram|          1|
|        2017|       PL/WA|          1|
|        2023|         BUS|          1|
|        2022|       JIAGU|          1|
|        2022|        UITL|          1|
|        2015|       MTILB|          1|
|        1984|         AMC|          1|
|        2022|       Suzuk|          1|
|        2019|       MANAC|          1|
|        1995|       HY/TR|          1|
|        2019|        RAND|          1|
|        2019|         VON|          1|
|        1992|       PETER|          1|
|        2014|        MASC|          1|
|        2068|       JAGUA|          1|
|        2027|       ME/BE|          1|
|        1994|       Dodge|          1|
|        2014|       SONKA|          1|
|        1998|       YAMAH|          1|
|        2012|       TILIL|          1|
|        2015|        BL B|          1|
|        2004|       WINNE|          1|
|        1972|       TRIUM|          1|
|        2002|       DNGFO|          1|
|        2014|       ANCIA|          1|
|        2013|         MOS|          1|
|        2022|       COLBU|          1|
|        2022|       MICRO|          1|
|        2016|       UTILB|          1|
|        2004|       MI FI|          1|
|        2010|        WABA|          1|
|        2010|          RO|          1|
|        2008|         VWE|          1|
|        2014|         LXS|          1|
|        2018|        TEYI|          1|
|        2020|       LEUXS|          1|
|        2021|        RUGB|          1|
|        2017|         INV|          1|
|        2017|       REDHA|          1|
|        2021|         HUN|          1|
|        2024|       INTER|          1|
|        1997|         MKZ|          1|
|        2065|       ME/BE|          1|
|        2015|        ROCK|          1|
|        2013|       VOXWA|          1|
|        2014|       LND R|          1|
|        2021|        LA R|          1|
|        1997|       HUMME|          1|
|        2066|       VOLVO|          1|
|        2024|       CADIL|          1|
|        2011|       TESLA|          1|
|        2016|        MASV|          1|
|        2022|        MSTI|          1|
|        2020|        CADF|          1|
|        2022|         ALR|          1|
|        2012|         HUN|          1|
|        2012|       ZUZIK|          1|
|        1995|       Mitsu|          1|
|        1991|        FRUE|          1|
|        2002|         VKW|          1|
|        2001|       Oldsm|          1|
|        2011|         SBU|          1|
|        2019|         POV|          1|
|        1983|       STREA|          1|
|        2020|       WOLKS|          1|
|        2021|         GRT|          1|
|        2005|       HOMES|          1|
|        2022|       SLING|          1|
|        2026|        ICOP|          1|
|        2010|       SCOTT|          1|
|        2006|       IC CO|          1|
|        2019|          LX|          1|
|        2010|          IS|          1|
|        2006|       ALFAR|          1|
|        2019|        REII|          1|
|        1975|       MOTOG|          1|
|        2012|         SBU|          1|
|        2001|         LOA|          1|
|        2017|          CR|          1|
|        1978|       SUZUK|          1|
|        2020|       MOFFE|          1|
|        1990|         UNK|          1|
|        2059|       ROLLS|          1|
|        2008|       FO/WI|          1|
|        2019|         RAN|          1|
|        2021|       AMSTA|          1|
|        2014|       SETRA|          1|
|        1997|       DUCAT|          1|
|        2001|       STOUG|          1|
|        2017|       MSATG|          1|
|        2021|       BIGTE|          1|
|        2019|        KSIR|          1|
|        2020|         TSM|          1|
|        2005|        CSCR|          1|
|        1972|        FIAT|          1|
|        2010|       SPCNS|          1|
